"member","mean_MASE","sd_MASE","min_MASE","max_MASE","mean_RMSE","n_folds"
"stl_D",0.860364493908896,0.384886410609274,0.267350425012629,1.32198958305598,20.2618661204448,6
"bats_C",0.86058587219942,0.248805299600173,0.583498430846108,1.27031956821585,19.3543492697717,6
"snaive",0.877172559427657,0.653456028928147,0.280952517737626,1.99687074143239,21.0916257157286,6
"arima_B",0.920781333262047,0.357625252251388,0.391953927273633,1.31552622214101,21.7726846878149,6
"nnar_A",1.13433498851432,0.440443395722734,0.750240989409751,1.91582275377777,27.3246178835705,6
